month,bunker_type,bunker_sales
2007-01,Marine Fuel Oil 500 cst +,271.475
2007-01,Low-Sulfur Marine Gas Oil,0
2007-01,Low-Sulfur Fuel Oil 100 cst,0
2007-01,Low-Sulfur Fuel Oil 180 cst,0
2007-01,Low-Sulfur Fuel Oil 380 cst,0
2007-01,Low-Sulfur Fuel Oil 500 cst,0
2007-01,Ultra Low-Sulfur Fuel Oil,0
2007-01,Others,26.119
2007-02,Marine Gas Oil,134.886
2007-02,Marine Diesel Oil,1.802
2007-02,Marine Fuel Oil 180 cst,278.053
2007-02,Marine Fuel Oil 380 cst,1888.937
2007-02,Marine Fuel Oil 500 cst +,325.651
2007-02,Low-Sulfur Marine Gas Oil,0
2007-02,Low-Sulfur Fuel Oil 100 cst,0
2007-02,Low-Sulfur Fuel Oil 180 cst,0
2007-02,Low-Sulfur Fuel Oil 380 cst,0
2007-02,Low-Sulfur Fuel Oil 500 cst,0
2007-02,Ultra Low-Sulfur Fuel Oil,0
2007-02,Others,39.555
2007-03,Marine Gas Oil,131.39
2007-03,Marine Diesel Oil,2.405
2007-03,Marine Fuel Oil 180 cst,270.293
2007-03,Marine Fuel Oil 380 cst,1860.317
2007-03,Marine Fuel Oil 500 cst +,273.107
2007-03,Low-Sulfur Marine Gas Oil,0
2007-03,Low-Sulfur Fuel Oil 100 cst,0
2007-03,Low-Sulfur Fuel Oil 180 cst,0
2007-03,Low-Sulfur Fuel Oil 380 cst,0
2007-03,Low-Sulfur Fuel Oil 500 cst,0
2007-03,Ultra Low-Sulfur Fuel Oil,0
2007-03,Others,29.488
2007-04,Marine Gas Oil,125.789
2007-04,Marine Diesel Oil,2.999
2007-04,Marine Fuel Oil 180 cst,251.043
2007-04,Marine Fuel Oil 380 cst,1922.52
2007-04,Marine Fuel Oil 500 cst +,297.832
2007-04,Low-Sulfur Marine Gas Oil,0
2007-04,Low-Sulfur Fuel Oil 100 cst,0
2007-04,Low-Sulfur Fuel Oil 180 cst,0
2007-04,Low-Sulfur Fuel Oil 380 cst,0
2007-04,Low-Sulfur Fuel Oil 500 cst,0
2007-04,Ultra Low-Sulfur Fuel Oil,0
2007-04,Others,24.736
2007-05,Marine Gas Oil,123.782
2007-05,Marine Diesel Oil,2.052
2007-05,Marine Fuel Oil 180 cst,256.104
2007-05,Marine Fuel Oil 380 cst,1757.036
2007-05,Marine Fuel Oil 500 cst +,339.359
2007-05,Low-Sulfur Marine Gas Oil,0
2007-05,Low-Sulfur Fuel Oil 100 cst,0
2007-05,Low-Sulfur Fuel Oil 180 cst,0
2007-05,Low-Sulfur Fuel Oil 380 cst,0
2007-05,Low-Sulfur Fuel Oil 500 cst,0
2007-05,Ultra Low-Sulfur Fuel Oil,0
2007-05,Others,26.379
2007-06,Marine Gas Oil,132.771
2007-06,Marine Diesel Oil,1.453
2007-06,Marine Fuel Oil 180 cst,226.8
2007-06,Marine Fuel Oil 380 cst,2016.268
2007-06,Marine Fuel Oil 500 cst +,314.007
2007-06,Low-Sulfur Marine Gas Oil,0
2007-06,Low-Sulfur Fuel Oil 100 cst,0
2007-06,Low-Sulfur Fuel Oil 180 cst,0
2007-06,Low-Sulfur Fuel Oil 380 cst,0
2007-06,Low-Sulfur Fuel Oil 500 cst,0
2007-06,Ultra Low-Sulfur Fuel Oil,0
2007-06,Others,24.691
2007-07,Marine Gas Oil,109.96
2007-07,Marine Diesel Oil,2.512
2007-07,Marine Fuel Oil 180 cst,205.023
2007-07,Marine Fuel Oil 380 cst,1810.228
2007-07,Marine Fuel Oil 500 cst +,348.116
2007-07,Low-Sulfur Marine Gas Oil,0
2007-07,Low-Sulfur Fuel Oil 100 cst,0
2007-07,Low-Sulfur Fuel Oil 180 cst,0
2007-07,Low-Sulfur Fuel Oil 380 cst,0
2007-07,Low-Sulfur Fuel Oil 500 cst,0
2007-07,Ultra Low-Sulfur Fuel Oil,0
2007-07,Others,17.62
2007-08,Marine Gas Oil,136.238
2007-08,Marine Diesel Oil,1.259
2007-08,Marine Fuel Oil 180 cst,308.44
2007-08,Marine Fuel Oil 380 cst,2058.887
2007-08,Marine Fuel Oil 500 cst +,388.775
2007-08,Low-Sulfur Marine Gas Oil,0
2007-08,Low-Sulfur Fuel Oil 100 cst,0
2007-08,Low-Sulfur Fuel Oil 180 cst,0
2007-08,Low-Sulfur Fuel Oil 380 cst,0
2007-08,Low-Sulfur Fuel Oil 500 cst,0
2007-08,Ultra Low-Sulfur Fuel Oil,0
2007-08,Others,32.183
2007-09,Marine Gas Oil,126.148
2007-09,Marine Diesel Oil,1.681
2007-09,Marine Fuel Oil 180 cst,238.745
2007-09,Marine Fuel Oil 380 cst,2069.822
2007-09,Marine Fuel Oil 500 cst +,340.586
2007-09,Low-Sulfur Marine Gas Oil,0
2007-09,Low-Sulfur Fuel Oil 100 cst,0
2007-09,Low-Sulfur Fuel Oil 180 cst,0
2007-09,Low-Sulfur Fuel Oil 380 cst,0
2007-09,Low-Sulfur Fuel Oil 500 cst,0
2007-09,Ultra Low-Sulfur Fuel Oil,0
2007-09,Others,34.5
2007-10,Marine Gas Oil,123.055
2007-10,Marine Diesel Oil,0.803
2007-10,Marine Fuel Oil 180 cst,232.299
2007-10,Marine Fuel Oil 380 cst,1940.289
2007-10,Marine Fuel Oil 500 cst +,396.825
2007-10,Low-Sulfur Marine Gas Oil,0
2007-10,Low-Sulfur Fuel Oil 100 cst,0
2007-10,Low-Sulfur Fuel Oil 180 cst,0
2007-10,Low-Sulfur Fuel Oil 380 cst,0
2007-10,Low-Sulfur Fuel Oil 500 cst,0
2007-10,Ultra Low-Sulfur Fuel Oil,0
2007-10,Others,28.55
2007-11,Marine Gas Oil,113.492
2007-11,Marine Diesel Oil,1.342
2007-11,Marine Fuel Oil 180 cst,208.274
2007-11,Marine Fuel Oil 380 cst,1848.356
2007-11,Marine Fuel Oil 500 cst +,323.142
2007-11,Low-Sulfur Marine Gas Oil,0
2007-11,Low-Sulfur Fuel Oil 100 cst,0
2007-11,Low-Sulfur Fuel Oil 180 cst,0
2007-11,Low-Sulfur Fuel Oil 380 cst,0
2007-11,Low-Sulfur Fuel Oil 500 cst,0
2007-11,Ultra Low-Sulfur Fuel Oil,0
2007-11,Others,28.841
2007-12,Marine Gas Oil,116.561
2007-12,Marine Diesel Oil,0.669
2007-12,Marine Fuel Oil 180 cst,276.934
2007-12,Marine Fuel Oil 380 cst,1934.081
2007-12,Marine Fuel Oil 500 cst +,364.461
2007-12,Low-Sulfur Marine Gas Oil,0
2007-12,Low-Sulfur Fuel Oil 100 cst,0
2007-12,Low-Sulfur Fuel Oil 180 cst,0
2007-12,Low-Sulfur Fuel Oil 380 cst,0
2007-12,Low-Sulfur Fuel Oil 500 cst,0
2007-12,Ultra Low-Sulfur Fuel Oil,0
2007-12,Others,39.974
2008-01,Marine Gas Oil,127.033
2008-01,Marine Diesel Oil,0.698
2008-01,Marine Fuel Oil 180 cst,239.557
2008-01,Marine Fuel Oil 380 cst,2048.762
2008-01,Marine Fuel Oil 500 cst +,351.629
2008-01,Low-Sulfur Marine Gas Oil,0
2008-01,Low-Sulfur Fuel Oil 100 cst,0
2008-01,Low-Sulfur Fuel Oil 180 cst,0
2008-01,Low-Sulfur Fuel Oil 380 cst,0
2008-01,Low-Sulfur Fuel Oil 500 cst,0
2008-01,Ultra Low-Sulfur Fuel Oil,0
2008-01,Others,34.534
2008-02,Marine Gas Oil,127.191
2008-02,Marine Diesel Oil,1.047
2008-02,Marine Fuel Oil 180 cst,263.827
2008-02,Marine Fuel Oil 380 cst,2014.356
2008-02,Marine Fuel Oil 500 cst +,296.543
2008-02,Low-Sulfur Marine Gas Oil,0
2008-02,Low-Sulfur Fuel Oil 100 cst,0
2008-02,Low-Sulfur Fuel Oil 180 cst,0
2008-02,Low-Sulfur Fuel Oil 380 cst,0
2008-02,Low-Sulfur Fuel Oil 500 cst,0
2008-02,Ultra Low-Sulfur Fuel Oil,0
2008-02,Others,30.996
2008-03,Marine Gas Oil,136.96
2008-03,Marine Diesel Oil,1.315
2008-03,Marine Fuel Oil 180 cst,235.39
2008-03,Marine Fuel Oil 380 cst,2275.651
2008-03,Marine Fuel Oil 500 cst +,361.351
2008-03,Low-Sulfur Marine Gas Oil,0
2008-03,Low-Sulfur Fuel Oil 100 cst,0
2008-03,Low-Sulfur Fuel Oil 180 cst,0
2008-03,Low-Sulfur Fuel Oil 380 cst,0
2008-03,Low-Sulfur Fuel Oil 500 cst,0
2008-03,Ultra Low-Sulfur Fuel Oil,0
2008-03,Others,34.613
2008-04,Marine Gas Oil,125.287
2008-04,Marine Diesel Oil,0.65
2008-04,Marine Fuel Oil 180 cst,246.587
2008-04,Marine Fuel Oil 380 cst,2286.586
2008-04,Marine Fuel Oil 500 cst +,355.529
2008-04,Low-Sulfur Marine Gas Oil,0
2008-04,Low-Sulfur Fuel Oil 100 cst,0
2008-04,Low-Sulfur Fuel Oil 180 cst,0
2008-04,Low-Sulfur Fuel Oil 380 cst,0
2008-04,Low-Sulfur Fuel Oil 500 cst,0
2008-04,Ultra Low-Sulfur Fuel Oil,0
2008-04,Others,32.403
2008-05,Marine Gas Oil,116.157
2008-05,Marine Diesel Oil,1.385
2008-05,Marine Fuel Oil 180 cst,207.319
2008-05,Marine Fuel Oil 380 cst,2157.205
2008-05,Marine Fuel Oil 500 cst +,391.293
2008-05,Low-Sulfur Marine Gas Oil,0
2008-05,Low-Sulfur Fuel Oil 100 cst,0
2008-05,Low-Sulfur Fuel Oil 180 cst,0
2008-05,Low-Sulfur Fuel Oil 380 cst,0
2008-05,Low-Sulfur Fuel Oil 500 cst,0
2008-05,Ultra Low-Sulfur Fuel Oil,0
2008-05,Others,45.684
2008-06,Marine Gas Oil,108.352
2008-06,Marine Diesel Oil,1.093
2008-06,Marine Fuel Oil 180 cst,235.142
2008-06,Marine Fuel Oil 380 cst,2075.182
2008-06,Marine Fuel Oil 500 cst +,354.849
2008-06,Low-Sulfur Marine Gas Oil,0
2008-06,Low-Sulfur Fuel Oil 100 cst,0
2008-06,Low-Sulfur Fuel Oil 180 cst,0
2008-06,Low-Sulfur Fuel Oil 380 cst,0
2008-06,Low-Sulfur Fuel Oil 500 cst,0
2008-06,Ultra Low-Sulfur Fuel Oil,0
2008-06,Others,35.747
2008-07,Marine Gas Oil,129.67
2008-07,Marine Diesel Oil,1.332
2008-07,Marine Fuel Oil 180 cst,210.66
2008-07,Marine Fuel Oil 380 cst,2277.441
2008-07,Marine Fuel Oil 500 cst +,364.533
2008-07,Low-Sulfur Marine Gas Oil,0
2008-07,Low-Sulfur Fuel Oil 100 cst,0
2008-07,Low-Sulfur Fuel Oil 180 cst,0
2008-07,Low-Sulfur Fuel Oil 380 cst,0
2008-07,Low-Sulfur Fuel Oil 500 cst,0
2008-07,Ultra Low-Sulfur Fuel Oil,0
2008-07,Others,47.28
2008-08,Marine Gas Oil,134.162
2008-08,Marine Diesel Oil,1.069
2008-08,Marine Fuel Oil 180 cst,238.674
2008-08,Marine Fuel Oil 380 cst,2372.466
2008-08,Marine Fuel Oil 500 cst +,376.39
2008-08,Low-Sulfur Marine Gas Oil,0
2008-08,Low-Sulfur Fuel Oil 100 cst,0
2008-08,Low-Sulfur Fuel Oil 180 cst,0
2008-08,Low-Sulfur Fuel Oil 380 cst,0
2008-08,Low-Sulfur Fuel Oil 500 cst,0
2008-08,Ultra Low-Sulfur Fuel Oil,0
2008-08,Others,28.905
2008-09,Marine Gas Oil,134.331
2008-09,Marine Diesel Oil,0.76
2008-09,Marine Fuel Oil 180 cst,204.739
2008-09,Marine Fuel Oil 380 cst,2085.608
2008-09,Marine Fuel Oil 500 cst +,409.232
2008-09,Low-Sulfur Marine Gas Oil,0
2008-09,Low-Sulfur Fuel Oil 100 cst,0
2008-09,Low-Sulfur Fuel Oil 180 cst,0
2008-09,Low-Sulfur Fuel Oil 380 cst,0
2008-09,Low-Sulfur Fuel Oil 500 cst,0
2008-09,Ultra Low-Sulfur Fuel Oil,0
2008-09,Others,21.557
2008-10,Marine Gas Oil,135.698
2008-10,Marine Diesel Oil,1.277
2008-10,Marine Fuel Oil 180 cst,202.961
2008-10,Marine Fuel Oil 380 cst,2174.082
2008-10,Marine Fuel Oil 500 cst +,392.475
2008-10,Low-Sulfur Marine Gas Oil,0
2008-10,Low-Sulfur Fuel Oil 100 cst,0
2008-10,Low-Sulfur Fuel Oil 180 cst,0
2008-10,Low-Sulfur Fuel Oil 380 cst,0
2008-10,Low-Sulfur Fuel Oil 500 cst,0
2008-10,Ultra Low-Sulfur Fuel Oil,0
2008-10,Others,18.999
2008-11,Marine Gas Oil,122.588
2008-11,Marine Diesel Oil,0.815
2008-11,Marine Fuel Oil 180 cst,202.712
2008-11,Marine Fuel Oil 380 cst,2116.438
2008-11,Marine Fuel Oil 500 cst +,417.086
2008-11,Low-Sulfur Marine Gas Oil,0
2008-11,Low-Sulfur Fuel Oil 100 cst,0
2008-11,Low-Sulfur Fuel Oil 180 cst,0
2008-11,Low-Sulfur Fuel Oil 380 cst,0
2008-11,Low-Sulfur Fuel Oil 500 cst,0
2008-11,Ultra Low-Sulfur Fuel Oil,0
2008-11,Others,20.267
2008-12,Marine Gas Oil,140.077
2008-12,Marine Diesel Oil,0.269
2008-12,Marine Fuel Oil 180 cst,208.384
2008-12,Marine Fuel Oil 380 cst,2058.035
2008-12,Marine Fuel Oil 500 cst +,312.822
2008-12,Low-Sulfur Marine Gas Oil,0
2008-12,Low-Sulfur Fuel Oil 100 cst,0
2008-12,Low-Sulfur Fuel Oil 180 cst,0
2008-12,Low-Sulfur Fuel Oil 380 cst,0
2008-12,Low-Sulfur Fuel Oil 500 cst,0
2008-12,Ultra Low-Sulfur Fuel Oil,0
2008-12,Others,14.705
2009-01,Marine Gas Oil,132.265
2009-01,Marine Diesel Oil,1.597
2009-01,Marine Fuel Oil 180 cst,181.538
2009-01,Marine Fuel Oil 380 cst,2331.118
2009-01,Marine Fuel Oil 500 cst +,325.788
2009-01,Low-Sulfur Marine Gas Oil,0
2009-01,Low-Sulfur Fuel Oil 100 cst,0
2009-01,Low-Sulfur Fuel Oil 180 cst,0
2009-01,Low-Sulfur Fuel Oil 380 cst,0
2009-01,Low-Sulfur Fuel Oil 500 cst,0
2009-01,Ultra Low-Sulfur Fuel Oil,0
2009-01,Others,47.433
2009-02,Marine Gas Oil,126.816
2009-02,Marine Diesel Oil,1.095
2009-02,Marine Fuel Oil 180 cst,186.723
2009-02,Marine Fuel Oil 380 cst,2123.888
2009-02,Marine Fuel Oil 500 cst +,213.916
2009-02,Low-Sulfur Marine Gas Oil,0
2009-02,Low-Sulfur Fuel Oil 100 cst,0
2009-02,Low-Sulfur Fuel Oil 180 cst,0
2009-02,Low-Sulfur Fuel Oil 380 cst,0
2009-02,Low-Sulfur Fuel Oil 500 cst,0
2009-02,Ultra Low-Sulfur Fuel Oil,0
2009-02,Others,17.585
2009-03,Marine Gas Oil,147.186
2009-03,Marine Diesel Oil,1.68
2009-03,Marine Fuel Oil 180 cst,215.823
2009-03,Marine Fuel Oil 380 cst,2465.52
2009-03,Marine Fuel Oil 500 cst +,250.463
2009-03,Low-Sulfur Marine Gas Oil,0
2009-03,Low-Sulfur Fuel Oil 100 cst,0
2009-03,Low-Sulfur Fuel Oil 180 cst,0
2009-03,Low-Sulfur Fuel Oil 380 cst,0
2009-03,Low-Sulfur Fuel Oil 500 cst,0
2009-03,Ultra Low-Sulfur Fuel Oil,0
2009-03,Others,49.046
2009-04,Marine Gas Oil,126.713
2009-04,Marine Diesel Oil,1.048
2009-04,Marine Fuel Oil 180 cst,161.03
2009-04,Marine Fuel Oil 380 cst,2276.415
2009-04,Marine Fuel Oil 500 cst +,276.404
2009-04,Low-Sulfur Marine Gas Oil,0
2009-04,Low-Sulfur Fuel Oil 100 cst,0
2009-04,Low-Sulfur Fuel Oil 180 cst,0
2009-04,Low-Sulfur Fuel Oil 380 cst,0
2009-04,Low-Sulfur Fuel Oil 500 cst,0
2009-04,Ultra Low-Sulfur Fuel Oil,0
2009-04,Others,43.196
2009-05,Marine Gas Oil,143.372
2009-05,Marine Diesel Oil,0.94
2009-05,Marine Fuel Oil 180 cst,197.218
2009-05,Marine Fuel Oil 380 cst,2527.656
2009-05,Marine Fuel Oil 500 cst +,302.243
2009-05,Low-Sulfur Marine Gas Oil,0
2009-05,Low-Sulfur Fuel Oil 100 cst,0
2009-05,Low-Sulfur Fuel Oil 180 cst,0
2009-05,Low-Sulfur Fuel Oil 380 cst,0
2009-05,Low-Sulfur Fuel Oil 500 cst,0
2009-05,Ultra Low-Sulfur Fuel Oil,0
2009-05,Others,55.795
2009-06,Marine Gas Oil,132.637
2009-06,Marine Diesel Oil,0.64
2009-06,Marine Fuel Oil 180 cst,201.087
2009-06,Marine Fuel Oil 380 cst,2266.782
2009-06,Marine Fuel Oil 500 cst +,320.65
2009-06,Low-Sulfur Marine Gas Oil,0
2009-06,Low-Sulfur Fuel Oil 100 cst,0
2009-06,Low-Sulfur Fuel Oil 180 cst,0
2009-06,Low-Sulfur Fuel Oil 380 cst,0
2009-06,Low-Sulfur Fuel Oil 500 cst,0
2009-06,Ultra Low-Sulfur Fuel Oil,0
2009-06,Others,38.903
2009-07,Marine Gas Oil,132.488
2009-07,Marine Diesel Oil,0.899
2009-07,Marine Fuel Oil 180 cst,191.159
2009-07,Marine Fuel Oil 380 cst,2421.819
2009-07,Marine Fuel Oil 500 cst +,290.476
2009-07,Low-Sulfur Marine Gas Oil,0
2009-07,Low-Sulfur Fuel Oil 100 cst,0
2009-07,Low-Sulfur Fuel Oil 180 cst,0
2009-07,Low-Sulfur Fuel Oil 380 cst,0
2009-07,Low-Sulfur Fuel Oil 500 cst,0
2009-07,Ultra Low-Sulfur Fuel Oil,0
2009-07,Others,35.768
2009-08,Marine Gas Oil,134.682
2009-08,Marine Diesel Oil,0.8
2009-08,Marine Fuel Oil 180 cst,178.153
2009-08,Marine Fuel Oil 380 cst,2382.023
2009-08,Marine Fuel Oil 500 cst +,316.61
2009-08,Low-Sulfur Marine Gas Oil,0
2009-08,Low-Sulfur Fuel Oil 100 cst,0
2009-08,Low-Sulfur Fuel Oil 180 cst,0
2009-08,Low-Sulfur Fuel Oil 380 cst,0
2009-08,Low-Sulfur Fuel Oil 500 cst,0
2009-08,Ultra Low-Sulfur Fuel Oil,0
2009-08,Others,50.852
2009-09,Marine Gas Oil,126.519
2009-09,Marine Diesel Oil,0.446
2009-09,Marine Fuel Oil 180 cst,176.696
2009-09,Marine Fuel Oil 380 cst,2482.806
2009-09,Marine Fuel Oil 500 cst +,336.149
2009-09,Low-Sulfur Marine Gas Oil,0
2009-09,Low-Sulfur Fuel Oil 100 cst,0
2009-09,Low-Sulfur Fuel Oil 180 cst,0
2009-09,Low-Sulfur Fuel Oil 380 cst,0
2009-09,Low-Sulfur Fuel Oil 500 cst,0
2009-09,Ultra Low-Sulfur Fuel Oil,0
2009-09,Others,49.761
2009-10,Marine Gas Oil,136.79
2009-10,Marine Diesel Oil,1.104
2009-10,Marine Fuel Oil 180 cst,147.929
2009-10,Marine Fuel Oil 380 cst,2462.831
2009-10,Marine Fuel Oil 500 cst +,343.946
2009-10,Low-Sulfur Marine Gas Oil,0
2009-10,Low-Sulfur Fuel Oil 100 cst,0
2009-10,Low-Sulfur Fuel Oil 180 cst,0
2009-10,Low-Sulfur Fuel Oil 380 cst,0
2009-10,Low-Sulfur Fuel Oil 500 cst,0
2009-10,Ultra Low-Sulfur Fuel Oil,0
2009-10,Others,29.74
2009-11,Marine Gas Oil,114.256
2009-11,Marine Diesel Oil,0.821
2009-11,Marine Fuel Oil 180 cst,171.796
2009-11,Marine Fuel Oil 380 cst,2224.568
2009-11,Marine Fuel Oil 500 cst +,339.408
2009-11,Low-Sulfur Marine Gas Oil,0
2009-11,Low-Sulfur Fuel Oil 100 cst,0
2009-11,Low-Sulfur Fuel Oil 180 cst,0
2009-11,Low-Sulfur Fuel Oil 380 cst,0
2009-11,Low-Sulfur Fuel Oil 500 cst,0
2009-11,Ultra Low-Sulfur Fuel Oil,0
2009-11,Others,31.974
2009-12,Marine Gas Oil,129.468
2009-12,Marine Diesel Oil,0.666
2009-12,Marine Fuel Oil 180 cst,196.728
2009-12,Marine Fuel Oil 380 cst,2460.066
2009-12,Marine Fuel Oil 500 cst +,373.719
2009-12,Low-Sulfur Marine Gas Oil,0
2009-12,Low-Sulfur Fuel Oil 100 cst,0
2009-12,Low-Sulfur Fuel Oil 180 cst,0
2009-12,Low-Sulfur Fuel Oil 380 cst,0
2009-12,Low-Sulfur Fuel Oil 500 cst,0
2009-12,Ultra Low-Sulfur Fuel Oil,0
2009-12,Others,20.618
2010-01,Marine Gas Oil,132.081
2010-01,Marine Diesel Oil,0.883
2010-01,Marine Fuel Oil 180 cst,195.325
2010-01,Marine Fuel Oil 380 cst,2520.358
2010-01,Marine Fuel Oil 500 cst +,352.095
2010-01,Low-Sulfur Marine Gas Oil,0
2010-01,Low-Sulfur Fuel Oil 100 cst,0
2010-01,Low-Sulfur Fuel Oil 180 cst,0
2010-01,Low-Sulfur Fuel Oil 380 cst,0
2010-01,Low-Sulfur Fuel Oil 500 cst,0
2010-01,Ultra Low-Sulfur Fuel Oil,0
2010-01,Others,11.801
2010-02,Marine Gas Oil,137.026
2010-02,Marine Diesel Oil,0.985
2010-02,Marine Fuel Oil 180 cst,204.334
2010-02,Marine Fuel Oil 380 cst,2330.447
2010-02,Marine Fuel Oil 500 cst +,333.847
2010-02,Low-Sulfur Marine Gas Oil,0
2010-02,Low-Sulfur Fuel Oil 100 cst,0
2010-02,Low-Sulfur Fuel Oil 180 cst,0
2010-02,Low-Sulfur Fuel Oil 380 cst,0
2010-02,Low-Sulfur Fuel Oil 500 cst,0
2010-02,Ultra Low-Sulfur Fuel Oil,0
2010-02,Others,15.726
2010-03,Marine Gas Oil,140.83
2010-03,Marine Diesel Oil,0.656
2010-03,Marine Fuel Oil 180 cst,212.772
2010-03,Marine Fuel Oil 380 cst,2556.383
2010-03,Marine Fuel Oil 500 cst +,395.371
2010-03,Low-Sulfur Marine Gas Oil,0
2010-03,Low-Sulfur Fuel Oil 100 cst,0
2010-03,Low-Sulfur Fuel Oil 180 cst,0
2010-03,Low-Sulfur Fuel Oil 380 cst,0
2010-03,Low-Sulfur Fuel Oil 500 cst,0
2010-03,Ultra Low-Sulfur Fuel Oil,0
2010-03,Others,22.537
2010-04,Marine Gas Oil,144.466
2010-04,Marine Diesel Oil,0.841
2010-04,Marine Fuel Oil 180 cst,209.22
2010-04,Marine Fuel Oil 380 cst,2541.488
2010-04,Marine Fuel Oil 500 cst +,505.416
2010-04,Low-Sulfur Marine Gas Oil,0
2010-04,Low-Sulfur Fuel Oil 100 cst,0
2010-04,Low-Sulfur Fuel Oil 180 cst,0
2010-04,Low-Sulfur Fuel Oil 380 cst,0
2010-04,Low-Sulfur Fuel Oil 500 cst,0
2010-04,Ultra Low-Sulfur Fuel Oil,0
2010-04,Others,21.201
2010-05,Marine Gas Oil,137.007
2010-05,Marine Diesel Oil,1.025
2010-05,Marine Fuel Oil 180 cst,198.652
2010-05,Marine Fuel Oil 380 cst,2634.002
2010-05,Marine Fuel Oil 500 cst +,474.602
2010-05,Low-Sulfur Marine Gas Oil,0
2010-05,Low-Sulfur Fuel Oil 100 cst,0
2010-05,Low-Sulfur Fuel Oil 180 cst,0
2010-05,Low-Sulfur Fuel Oil 380 cst,0
2010-05,Low-Sulfur Fuel Oil 500 cst,0
2010-05,Ultra Low-Sulfur Fuel Oil,0
2010-05,Others,25.148
2010-06,Marine Gas Oil,134.723
2010-06,Marine Diesel Oil,0.599
2010-06,Marine Fuel Oil 180 cst,206.316
2010-06,Marine Fuel Oil 380 cst,2694.525
2010-06,Marine Fuel Oil 500 cst +,477.64
2010-06,Low-Sulfur Marine Gas Oil,0
2010-06,Low-Sulfur Fuel Oil 100 cst,0
2010-06,Low-Sulfur Fuel Oil 180 cst,0
2010-06,Low-Sulfur Fuel Oil 380 cst,0
2010-06,Low-Sulfur Fuel Oil 500 cst,0
2010-06,Ultra Low-Sulfur Fuel Oil,0
2010-06,Others,29.996
2010-07,Marine Gas Oil,129.64
2010-07,Marine Diesel Oil,0.493
2010-07,Marine Fuel Oil 180 cst,201.858
2010-07,Marine Fuel Oil 380 cst,2735.573
2010-07,Marine Fuel Oil 500 cst +,474.766
2010-07,Low-Sulfur Marine Gas Oil,0
2010-07,Low-Sulfur Fuel Oil 100 cst,0
2010-07,Low-Sulfur Fuel Oil 180 cst,0
2010-07,Low-Sulfur Fuel Oil 380 cst,0
2010-07,Low-Sulfur Fuel Oil 500 cst,0
2010-07,Ultra Low-Sulfur Fuel Oil,0
2010-07,Others,21.474
2010-08,Marine Gas Oil,131.215
2010-08,Marine Diesel Oil,0.502
2010-08,Marine Fuel Oil 180 cst,181.985
2010-08,Marine Fuel Oil 380 cst,2545.724
2010-08,Marine Fuel Oil 500 cst +,491.203
2010-08,Low-Sulfur Marine Gas Oil,0
2010-08,Low-Sulfur Fuel Oil 100 cst,0
2010-08,Low-Sulfur Fuel Oil 180 cst,0
2010-08,Low-Sulfur Fuel Oil 380 cst,0
2010-08,Low-Sulfur Fuel Oil 500 cst,0
2010-08,Ultra Low-Sulfur Fuel Oil,0
2010-08,Others,24.383
2010-09,Marine Gas Oil,124.859
2010-09,Marine Diesel Oil,0.6
2010-09,Marine Fuel Oil 180 cst,177.405
2010-09,Marine Fuel Oil 380 cst,2792.016
2010-09,Marine Fuel Oil 500 cst +,432.92
2010-09,Low-Sulfur Marine Gas Oil,0
2010-09,Low-Sulfur Fuel Oil 100 cst,0
2010-09,Low-Sulfur Fuel Oil 180 cst,0
2010-09,Low-Sulfur Fuel Oil 380 cst,0
2010-09,Low-Sulfur Fuel Oil 500 cst,0
2010-09,Ultra Low-Sulfur Fuel Oil,0
2010-09,Others,25.941
2010-10,Marine Gas Oil,130.771
2010-10,Marine Diesel Oil,0.69
2010-10,Marine Fuel Oil 180 cst,165.933
2010-10,Marine Fuel Oil 380 cst,2815.594
2010-10,Marine Fuel Oil 500 cst +,430.949
2010-10,Low-Sulfur Marine Gas Oil,0
2010-10,Low-Sulfur Fuel Oil 100 cst,0
2010-10,Low-Sulfur Fuel Oil 180 cst,0
2010-10,Low-Sulfur Fuel Oil 380 cst,0
2010-10,Low-Sulfur Fuel Oil 500 cst,0
2010-10,Ultra Low-Sulfur Fuel Oil,0
2010-10,Others,12.166
2010-11,Marine Gas Oil,138.345
2010-11,Marine Diesel Oil,0.66
2010-11,Marine Fuel Oil 180 cst,176.53
2010-11,Marine Fuel Oil 380 cst,2646.393
2010-11,Marine Fuel Oil 500 cst +,331.847
2010-11,Low-Sulfur Marine Gas Oil,0
2010-11,Low-Sulfur Fuel Oil 100 cst,0
2010-11,Low-Sulfur Fuel Oil 180 cst,0
2010-11,Low-Sulfur Fuel Oil 380 cst,0
2010-11,Low-Sulfur Fuel Oil 500 cst,0
2010-11,Ultra Low-Sulfur Fuel Oil,0
2010-11,Others,17.196
2010-12,Marine Gas Oil,115.635
2010-12,Marine Diesel Oil,0.571
2010-12,Marine Fuel Oil 180 cst,141.605
2010-12,Marine Fuel Oil 380 cst,2638.972
2010-12,Marine Fuel Oil 500 cst +,587.006
2010-12,Low-Sulfur Marine Gas Oil,0
2010-12,Low-Sulfur Fuel Oil 100 cst,0
2010-12,Low-Sulfur Fuel Oil 180 cst,0
2010-12,Low-Sulfur Fuel Oil 380 cst,0
2010-12,Low-Sulfur Fuel Oil 500 cst,0
2010-12,Ultra Low-Sulfur Fuel Oil,0
2010-12,Others,9.229
2011-01,Marine Gas Oil,133.992
2011-01,Marine Diesel Oil,0.638
